House_ID,House_Type,Area_sqft,Number_of_Rooms,Family_Members,Adults,Children,Senior_Citizens,Work_From_Home,AC_Usage_Hours,Fan_Usage_Hours,Refrigerator_Hours,TV_Hours,Laptop_Hours,Lighting_Hours_Per_Room,Washing_Machine_Usage,Water_Motor_Hours,Microwave_Usage_Hours,Geyser_Usage_Hours,EV_Charging,Solar_Panel,Battery_Backup,Outdoor_Temperature,Humidity,Season,Month,Day_of_Week,Is_Weekend,Is_Holiday,Peak_Hour_Usage,Electricity_Rate,Daily_Electricity_Consumption_kWh
H01488,Apartment,738,2,3,2,1,0,1,1.4,5.9,24,4.44,8.44,5.15,0,0.67,0.29,0.11,1,1,1,23.3,53.4,Autumn,9,Friday,0,0,0,24.97,9.81
H01489,Independent House,1231,4,4,3,0,1,1,5.21,9.92,24,6.91,6.61,7.19,1,1.0,0.61,0.26,0,0,0,37.2,58.7,Summer,6,Saturday,1,0,1,23.94,14.99
H01490,Villa,2516,8,3,1,1,1,0,2.32,11.64,24,4.55,4.94,6.17,1,1.43,0.08,0.46,0,0,0,32.9,42.0,Spring,2,Friday,0,0,0,18.87,12.56
H01491,Apartment,886,2,3,1,2,0,1,0.0,5.97,24,4.8,7.66,5.85,0,0.99,0.48,1.12,0,0,0,14.5,88.7,Winter,11,Thursday,0,0,0,22.99,7.87
H01492,Independent House,1730,4,5,3,2,0,0,0.82,11.18,24,5.33,3.57,9.1,1,0.16,0.27,0.08,0,0,0,29.9,80.4,Spring,2,Sunday,1,0,0,25.03,9.18
H01493,Independent House,1661,5,3,1,2,0,0,2.55,7.03,24,3.22,3.09,4.72,1,0.77,0.11,0.0,0,1,0,24.8,49.5,Autumn,10,Friday,0,0,1,17.65,6.97
H01494,Villa,3135,9,5,3,2,0,1,0.0,8.54,24,6.97,7.54,11.09,1,1.45,0.52,0.36,1,1,0,23.8,38.7,Autumn,7,Monday,0,0,0,18.24,13.64
H01495,Apartment,832,2,3,2,1,0,0,3.08,4.09,24,4.13,5.35,6.19,1,0.68,0.09,0.37,0,0,0,21.4,42.9,Autumn,10,Wednesday,0,0,1,26.08,10.64
H01496,Apartment,1176,3,3,2,1,0,1,0.0,9.37,24,4.81,7.37,5.64,0,1.74,0.36,0.5,0,0,0,20.5,40.9,Autumn,9,Wednesday,0,0,1,20.9,7.53
H01497,Independent House,1428,4,4,1,2,1,0,0.0,11.13,24,6.71,4.66,6.61,0,1.19,0.24,0.0,0,0,0,24.8,44.9,Spring,2,Thursday,0,0,1,22.97,6.71
H01498,Independent House,1744,4,3,2,1,0,0,4.22,8.73,24,6.48,3.86,8.98,1,1.54,0.25,0.48,0,0,0,30.7,58.3,Spring,2,Saturday,1,0,0,16.26,14.93
H01499,Independent House,1198,3,1,1,0,0,1,4.78,4.63,24,3.51,5.43,3.09,0,1.23,0.32,0.67,0,0,0,20.7,73.4,Autumn,8,Thursday,0,0,0,24.62,13.23
H01500,Villa,2871,8,3,2,1,0,1,0.0,4.82,24,5.75,7.3,8.95,0,1.37,0.26,0.47,0,0,0,18.1,66.5,Autumn,7,Thursday,0,0,0,23.26,10.32
H01501,Apartment,1091,3,2,1,1,0,0,1.18,2.24,24,4.55,3.92,7.3,0,1.23,0.03,0.72,0,0,0,24.0,82.1,Autumn,7,Sunday,1,1,0,19.96,7.87
H01502,Apartment,796,2,4,3,1,0,1,4.02,8.39,24,9.57,8.43,8.08,1,1.16,0.27,0.0,0,0,1,26.5,65.9,Spring,3,Sunday,1,0,1,13.72,11.19
H01503,Independent House,1210,4,2,1,1,0,0,2.42,4.59,24,4.15,1.91,8.06,1,2.21,0.16,0.66,0,0,1,31.5,46.1,Spring,3,Wednesday,0,0,1,20.5,11.69
H01504,Apartment,725,2,5,3,1,1,0,3.99,5.96,24,4.7,4.18,8.39,1,0.77,0.05,0.19,0,0,0,28.4,54.0,Autumn,8,Wednesday,0,0,1,22.63,11.42
H01505,Independent House,1591,4,4,2,2,0,0,4.92,10.07,24,2.03,2.05,7.88,1,1.66,0.24,0.45,0,0,1,35.7,57.2,Summer,6,Friday,0,0,0,26.14,15.44
H01506,Independent House,1397,3,4,3,1,0,0,1.26,5.26,24,7.42,3.02,7.61,0,0.99,0.53,0.33,0,0,1,21.5,77.4,Autumn,10,Thursday,0,0,1,20.65,9.05
H01507,Apartment,943,2,4,2,2,0,0,1.29,6.14,24,7.61,2.85,7.49,1,0.88,0.43,0.33,0,1,0,22.8,78.7,Autumn,10,Saturday,1,0,0,20.22,6.4
H01508,Independent House,1473,5,3,1,2,0,0,2.87,10.55,24,4.18,2.33,6.4,0,1.02,0.36,0.04,0,0,0,27.0,50.6,Spring,2,Wednesday,0,0,0,27.05,10.19
H01509,Apartment,1064,4,3,2,1,0,0,0.0,5.31,24,3.99,0.28,8.16,1,1.65,0.42,0.85,0,0,0,12.0,48.6,Winter,11,Friday,0,0,0,22.35,8.7
H01510,Apartment,795,2,6,3,2,1,1,2.62,5.01,24,4.67,8.96,11.45,1,1.55,0.21,0.89,1,0,0,23.2,70.3,Autumn,9,Friday,0,1,0,22.58,21.38
H01511,Apartment,1005,2,4,2,2,0,0,3.97,6.11,24,3.77,5.55,9.5,0,1.34,0.3,0.0,1,0,1,27.8,50.3,Autumn,9,Monday,0,0,1,18.83,18.09
H01512,Apartment,861,2,3,2,0,1,0,1.11,2.86,24,5.25,4.33,7.29,0,0.49,0.52,0.42,0,0,0,21.6,71.6,Autumn,9,Sunday,1,0,0,19.21,7.45
H01513,Apartment,1156,4,3,1,2,0,1,4.94,9.82,24,5.49,5.69,9.84,1,1.99,0.34,0.46,1,0,0,37.9,61.2,Summer,6,Wednesday,0,0,0,24.69,25.51
H01514,Apartment,746,2,3,3,0,0,1,0.19,11.84,24,6.37,7.42,8.8,1,2.0,0.46,1.81,1,0,0,11.9,45.0,Winter,11,Sunday,1,0,1,20.91,18.8
H01515,Apartment,485,2,2,1,1,0,0,0.0,5.79,24,3.51,4.83,6.14,0,0.34,0.17,0.42,0,0,0,19.9,54.9,Autumn,7,Tuesday,0,0,0,24.13,5.14
H01516,Independent House,1458,5,1,1,0,0,0,1.37,8.45,24,3.19,0.14,3.91,1,0.66,0.23,0.85,0,0,0,24.8,55.4,Spring,2,Thursday,0,0,1,22.05,9.12
H01517,Independent House,1407,4,4,3,0,1,1,5.52,8.64,24,8.05,8.8,11.32,0,1.03,0.32,0.29,0,0,1,34.3,50.2,Summer,4,Saturday,1,0,0,23.87,16.2
H01518,Apartment,868,3,5,3,2,0,0,0.0,9.04,24,4.98,2.31,9.25,0,0.93,0.4,0.0,0,0,0,26.7,30.6,Autumn,9,Friday,0,0,0,23.96,6.15
H01519,Apartment,845,2,5,3,2,0,1,6.4,10.46,24,7.04,6.94,11.26,1,1.14,0.42,0.58,1,0,1,40.7,33.4,Summer,6,Friday,0,1,0,18.25,25.04
H01520,Independent House,1631,5,4,3,1,0,0,0.0,6.18,24,8.47,3.22,7.71,1,0.96,0.12,0.65,0,0,0,24.2,48.2,Autumn,9,Saturday,1,0,1,21.37,9.15
H01521,Apartment,986,3,4,2,1,1,1,0.0,4.55,24,8.92,6.57,8.3,0,2.15,0.21,1.19,0,0,0,8.3,36.5,Winter,12,Sunday,1,0,0,19.86,9.93
H01522,Apartment,938,3,4,3,0,1,0,0.26,8.32,24,5.16,1.5,10.15,1,2.39,0.31,0.7,0,0,0,22.7,58.6,Autumn,8,Monday,0,0,0,17.94,9.3
H01523,Independent House,1385,4,3,1,2,0,0,0.0,7.15,24,1.98,1.02,8.5,0,1.85,0.23,0.91,0,1,0,16.1,49.9,Winter,11,Tuesday,0,0,0,17.96,6.56
H01524,Independent House,1384,3,1,1,0,0,0,1.53,7.85,24,1.94,2.1,5.17,1,1.71,0.3,0.06,0,0,1,21.3,58.4,Autumn,8,Monday,0,0,0,19.38,8.18
H01525,Independent House,1724,4,1,1,0,0,1,9.37,11.64,24,5.63,5.49,3.89,0,0.99,0.19,0.35,0,1,0,39.4,63.5,Summer,6,Sunday,1,0,1,23.09,15.36
H01526,Villa,2197,7,3,3,0,0,0,1.68,6.82,24,2.9,3.7,7.76,1,0.66,0.42,0.36,0,0,0,14.8,69.4,Winter,1,Sunday,1,0,1,22.09,11.5
H01527,Apartment,492,1,6,3,2,1,0,1.55,6.79,24,6.06,5.15,8.58,1,1.54,0.24,1.07,0,1,0,13.5,51.8,Winter,1,Monday,0,0,1,25.35,7.81
H01528,Apartment,923,2,5,3,2,0,0,0.0,7.36,24,6.07,4.58,8.96,0,1.06,0.24,0.86,0,0,1,22.0,76.7,Autumn,8,Saturday,1,0,0,18.86,6.96
H01529,Villa,3178,10,2,1,1,0,0,0.27,7.47,24,4.41,4.07,5.91,0,2.14,0.46,0.21,0,0,0,25.2,54.0,Autumn,10,Friday,0,0,0,22.34,9.49
H01530,Apartment,870,2,2,1,1,0,1,0.68,4.75,24,5.59,4.49,6.5,1,1.65,0.34,0.75,0,0,0,23.0,62.5,Spring,3,Thursday,0,0,0,23.13,7.95
H01531,Apartment,1039,2,3,2,1,0,1,4.49,10.56,24,5.01,5.84,9.2,0,1.46,0.33,0.0,0,0,0,28.4,47.7,Autumn,7,Tuesday,0,0,0,19.53,12.46
H01532,Apartment,1165,3,5,3,2,0,0,0.17,6.64,24,3.46,3.1,7.78,1,0.85,0.34,1.36,0,0,0,14.4,50.5,Winter,12,Thursday,0,0,0,21.06,8.87
H01533,Apartment,827,3,5,3,2,0,0,0.0,3.08,24,5.26,5.16,10.44,1,1.64,0.53,0.0,0,1,1,19.5,51.9,Autumn,8,Friday,0,0,0,23.79,5.17
H01534,Apartment,776,3,3,1,1,1,1,1.34,4.79,24,4.29,8.21,7.87,0,1.22,0.32,0.24,0,0,0,24.6,,Autumn,10,Friday,0,1,0,20.16,8.71
H01535,Apartment,880,2,2,1,1,0,1,0.29,7.33,24,3.09,6.35,8.06,0,1.13,0.31,0.0,0,0,0,20.4,59.9,Autumn,7,Wednesday,0,0,1,19.71,5.67
H01536,Independent House,2026,6,5,3,2,0,0,8.91,6.71,24,5.54,4.31,12.37,1,2.15,0.06,0.86,0,0,0,33.2,19.1,Summer,4,Thursday,0,0,0,20.5,28.24
H01537,Independent House,1572,4,3,1,2,0,0,2.78,4.48,24,2.11,2.69,7.45,1,1.56,0.15,0.54,0,0,0,26.0,58.8,Autumn,10,Friday,0,0,1,23.52,10.94
H01538,Independent House,1272,3,5,3,1,1,0,0.0,7.3,24,5.18,3.59,12.42,1,1.98,0.26,0.75,0,0,0,19.1,36.7,Autumn,9,Tuesday,0,1,1,21.33,9.63
H01539,Apartment,479,1,5,3,1,1,1,0.0,3.69,24,5.84,7.55,8.85,1,0.76,0.25,0.79,0,0,0,13.4,42.2,Winter,11,Thursday,0,0,1,23.64,6.77
H01540,Apartment,547,1,3,2,1,0,1,2.8,5.69,24,3.49,4.84,8.3,0,1.37,0.37,1.1,0,0,0,11.1,40.0,Winter,1,Thursday,0,0,1,18.86,11.42
H01541,Apartment,1084,4,5,3,2,0,1,1.63,11.24,24,5.31,9.92,7.76,1,0.77,0.39,0.0,0,0,1,24.9,75.1,Autumn,9,Wednesday,0,0,1,25.11,9.62
H01542,Apartment,693,1,3,2,1,0,0,3.84,7.46,24,1.95,4.37,5.11,0,1.24,0.29,0.54,0,1,0,27.4,35.6,Autumn,7,Monday,0,0,1,23.91,8.06
H01543,Villa,3721,10,2,1,1,0,0,0.0,7.88,24,3.13,3.75,7.62,1,1.27,0.42,1.02,0,0,0,11.6,58.4,Winter,12,Tuesday,0,0,1,19.03,11.29
H01544,Apartment,1312,3,5,3,2,0,0,1.77,5.55,24,5.24,0.49,9.95,0,0.29,0.1,0.05,0,0,0,25.8,34.8,Autumn,8,Wednesday,0,0,0,18.38,8.83
H01545,Independent House,1429,5,4,2,2,0,1,0.0,4.37,24,6.76,8.79,9.34,0,2.45,0.65,1.29,0,0,0,11.7,52.2,Winter,12,Wednesday,0,0,0,20.95,12.47
H01546,Apartment,873,3,5,3,2,0,0,6.11,7.83,24,0.76,2.98,8.38,0,1.02,0.3,0.17,0,0,1,34.9,48.7,Summer,6,Wednesday,0,0,0,25.96,14.87
H01547,Apartment,931,2,5,2,2,1,0,1.04,7.75,24,5.61,5.76,9.53,0,1.47,0.53,1.3,1,0,1,17.4,64.8,Winter,12,Friday,0,1,0,19.99,18.84
H01548,Independent House,1770,5,6,3,2,1,0,0.05,2.53,24,6.02,5.37,7.27,1,0.83,0.27,0.79,0,0,0,16.6,69.0,Winter,12,Saturday,1,1,0,18.78,8.38
H01549,Villa,3054,9,3,3,0,0,0,0.0,6.68,24,3.32,4.95,8.92,0,1.67,0.35,0.82,1,0,0,15.8,31.2,Winter,12,Monday,0,0,1,22.92,18.82
H01550,Independent House,1380,3,1,1,0,0,0,0.0,6.82,24,2.53,2.52,7.58,0,1.49,0.28,0.2,0,0,0,16.5,60.2,Winter,1,Tuesday,0,0,0,16.75,5.22
H01551,Apartment,1091,4,5,3,2,0,0,3.23,5.73,24,4.39,2.59,9.85,0,1.17,0.48,0.59,1,0,0,22.3,51.4,Autumn,8,Thursday,0,0,0,23.67,19.43
H01552,Apartment,903,2,5,2,2,1,0,4.18,7.2,24,3.67,4.38,9.94,1,1.33,0.31,0.42,1,0,0,35.0,49.9,Summer,6,Wednesday,0,0,1,20.41,20.46
H01553,Apartment,774,2,3,3,0,0,0,0.0,4.55,24,2.77,6.15,5.53,1,0.54,0.27,0.93,0,0,1,13.7,42.6,Winter,11,Friday,0,0,0,20.56,6.49
H01554,Apartment,773,3,4,3,1,0,0,0.0,4.54,24,4.93,3.0,8.61,1,1.16,0.12,0.48,0,0,0,23.8,23.4,Spring,2,Saturday,1,0,1,21.23,7.43
H01555,Apartment,860,3,3,3,0,0,0,0.0,4.62,24,5.37,7.68,5.87,1,1.65,0.45,0.77,0,0,1,17.7,66.9,Autumn,10,Sunday,1,0,0,23.26,7.71
H01556,Independent House,1922,6,4,3,1,0,0,1.29,7.71,24,6.09,4.0,11.47,0,1.24,0.2,0.07,0,0,1,28.5,30.0,Spring,2,Saturday,1,0,1,23.68,11.12
H01557,Independent House,1086,3,2,1,1,0,0,7.01,10.0,24,2.78,2.25,4.57,1,1.18,0.44,0.31,0,0,1,37.3,53.7,Summer,6,Thursday,0,0,0,23.68,17.27
H01558,Apartment,1225,4,1,1,0,0,0,0.25,7.37,24,4.6,2.97,7.24,0,0.91,0.23,0.93,0,0,0,18.8,54.2,Winter,1,Saturday,1,0,0,22.7,8.61
H01559,Apartment,603,2,2,2,0,0,0,0.0,7.31,24,4.28,4.51,4.7,1,0.68,0.6,1.12,0,0,0,19.1,57.6,Winter,1,Thursday,0,0,0,22.06,7.04
H01560,Independent House,1354,4,5,3,2,0,0,1.21,9.35,24,9.19,3.69,8.88,1,1.59,0.42,0.0,1,0,0,28.1,66.8,Autumn,9,Saturday,1,0,0,20.95,17.56
H01561,Apartment,938,3,5,3,2,0,0,2.53,7.4,24,4.53,3.82,10.58,1,0.66,0.2,0.58,0,0,0,32.7,45.0,Summer,5,Tuesday,0,0,1,21.3,11.53
H01562,Apartment,827,3,4,2,2,0,1,7.83,11.66,24,4.4,7.16,5.2,1,1.54,0.41,1.0,0,0,1,37.4,66.8,Summer,4,Monday,0,1,0,29.8,21.01
H01563,Independent House,1728,4,4,1,2,1,0,0.0,8.17,24,5.05,2.53,6.74,1,1.38,0.64,0.35,0,0,1,23.3,48.9,Autumn,8,Friday,0,0,0,24.24,7.47
H01564,Apartment,684,2,2,1,0,1,0,0.0,3.03,24,2.09,2.71,5.56,0,1.55,0.35,1.09,0,0,0,18.6,65.4,Winter,11,Tuesday,0,0,1,22.69,6.8
H01565,Independent House,1761,5,3,3,0,0,1,0.0,6.22,24,3.06,7.45,4.94,0,1.88,0.38,1.02,0,0,1,16.5,49.2,Winter,12,Friday,0,0,1,26.6,8.72
H01566,Apartment,1292,4,3,3,0,0,0,2.41,10.24,24,5.6,1.84,5.66,0,1.59,0.32,0.86,0,0,0,26.0,28.5,Spring,2,Friday,0,0,0,23.39,11.86
H01567,Apartment,691,1,3,3,0,0,0,0.0,8.55,24,1.19,4.04,8.03,1,1.99,0.6,0.19,0,0,1,22.2,44.7,Autumn,8,Wednesday,0,0,0,23.59,7.11
H01568,Apartment,899,3,4,1,2,1,1,0.51,6.48,24,6.11,7.55,8.86,1,2.03,0.22,0.7,0,1,0,12.3,46.0,Winter,12,Thursday,0,0,0,22.26,7.87
H01569,Apartment,833,2,3,1,1,1,0,0.0,6.21,24,1.11,4.49,6.34,1,0.77,0.16,1.41,0,0,0,13.2,78.1,Winter,11,Monday,0,0,0,18.78,7.94
H01570,Independent House,1217,4,4,3,1,0,0,0.4,6.2,24,5.73,3.98,7.93,1,1.3,0.4,1.2,0,0,0,15.1,55.8,Winter,1,Saturday,1,0,0,22.58,10.8
H01571,Apartment,1123,4,2,1,1,0,0,0.83,8.77,24,2.74,7.14,11.83,0,0.72,0.38,0.71,0,1,0,24.6,18.1,Autumn,8,Thursday,0,0,0,25.14,6.52
H01572,Independent House,1412,4,2,1,1,0,0,2.71,7.97,24,5.14,3.07,7.54,1,1.83,0.36,0.53,0,0,0,33.3,32.6,Summer,4,Thursday,0,1,1,24.6,12.62
H01573,Villa,2679,7,3,1,2,0,0,0.71,4.6,24,6.16,6.92,5.54,1,1.42,0.32,1.0,0,0,1,19.8,39.4,Winter,1,Sunday,1,0,0,22.63,10.02
H01574,Apartment,727,2,4,3,0,1,0,0.0,6.56,24,5.88,3.16,7.03,1,1.58,0.24,0.72,0,0,0,12.5,85.3,Winter,1,Wednesday,0,0,0,23.53,8.27
H01575,Villa,2405,7,3,1,2,0,1,7.71,9.32,24,3.05,5.97,8.14,1,0.63,0.31,0.74,0,0,0,39.0,51.0,Summer,5,Tuesday,0,0,1,26.43,21.3
H01576,Apartment,1100,4,2,1,1,0,0,5.36,10.69,24,7.03,2.78,8.44,1,1.29,0.13,0.62,0,0,0,36.9,60.4,Summer,4,Sunday,1,0,1,21.73,16.07
H01577,Apartment,950,3,4,2,2,0,1,0.0,3.99,24,7.05,7.89,7.39,1,0.91,0.24,0.42,0,0,0,14.1,48.5,Winter,1,Monday,0,0,1,22.42,6.88
H01578,Apartment,1036,3,3,3,0,0,1,5.72,13.5,24,4.34,9.32,7.98,1,1.51,0.38,0.39,0,0,0,40.8,77.5,Summer,5,Monday,0,1,0,22.7,15.8
H01579,Independent House,1728,4,4,2,2,0,0,0.16,2.36,24,3.96,5.1,10.36,1,0.57,0.12,0.35,0,0,0,22.6,55.4,Autumn,10,Friday,0,0,0,25.18,7.86
H01580,Apartment,616,1,3,1,2,0,1,0.0,4.27,24,5.34,7.86,5.64,0,0.85,0.19,0.85,0,0,0,15.2,54.1,Winter,11,Monday,0,0,1,15.83,5.87
H01581,Apartment,763,3,5,3,2,0,0,2.05,4.78,24,6.24,1.68,10.83,1,0.63,0.27,0.29,0,1,1,26.1,58.5,Autumn,8,Wednesday,0,0,0,26.57,7.98
H01582,Apartment,755,2,3,3,0,0,0,2.15,9.48,24,4.8,3.62,5.43,1,1.78,0.48,1.11,0,0,0,25.2,52.3,Autumn,8,Sunday,1,0,0,20.82,12.14
H01583,Villa,2489,8,1,1,0,0,0,4.83,6.01,24,4.33,1.33,9.03,1,1.23,0.19,0.49,0,1,0,37.2,51.0,Summer,6,Saturday,1,0,0,27.51,12.79
H01584,Apartment,812,2,4,2,2,0,1,3.48,6.46,24,7.12,6.81,9.76,0,0.93,0.27,1.74,0,0,0,15.9,51.7,Winter,11,Friday,0,0,1,23.61,14.63
H01585,Apartment,1152,3,3,3,0,0,1,0.0,7.61,24,4.25,7.68,4.8,1,0.87,0.16,0.34,0,0,0,23.5,78.7,Autumn,7,Friday,0,0,0,17.17,6.36
H01586,Apartment,1212,3,3,1,2,0,0,0.0,3.74,24,6.67,1.64,5.54,1,1.15,0.43,0.19,0,0,0,21.4,42.5,Autumn,8,Saturday,1,0,0,25.06,5.81
H01587,Villa,2154,6,5,3,2,0,1,8.92,10.01,24,7.0,8.31,8.24,0,1.43,0.35,0.7,0,0,0,37.6,75.6,Summer,5,Sunday,1,0,0,19.84,23.97
H01588,Apartment,1094,4,3,2,1,0,0,0.0,3.73,24,7.58,4.72,6.95,1,1.67,0.42,0.0,0,0,0,20.9,56.1,Autumn,10,Saturday,1,0,1,21.62,6.62
H01589,Independent House,1728,5,4,3,1,0,0,1.81,8.36,24,3.36,5.28,8.0,1,2.37,0.21,0.0,0,0,0,27.1,70.9,Autumn,9,Friday,0,0,0,22.84,10.67
H01590,Apartment,643,2,4,2,2,0,1,5.37,8.8,24,6.33,5.85,6.53,0,0.85,0.47,0.59,0,0,0,27.7,40.6,Spring,3,Tuesday,0,1,0,19.88,14.33
H01591,Apartment,1090,4,5,3,1,1,0,6.54,6.63,24,5.08,7.18,10.26,1,1.11,0.21,0.16,0,0,0,32.2,47.5,Summer,4,Monday,0,0,0,22.71,16.93
H01592,Apartment,768,2,3,1,2,0,0,7.27,10.43,24,3.73,4.21,10.44,1,1.45,0.33,1.14,0,1,1,42.4,71.1,Summer,5,Thursday,0,0,0,26.03,13.27
H01593,Apartment,988,3,5,3,1,1,1,0.0,5.51,24,5.37,10.4,10.87,1,1.26,0.0,0.03,0,0,0,21.6,54.5,Autumn,7,Friday,0,0,0,22.24,6.91
H01594,Apartment,872,2,3,2,0,1,0,1.38,7.84,24,4.49,0.77,7.17,1,1.58,0.41,0.55,1,0,0,27.3,38.9,Autumn,8,Monday,0,0,0,20.56,16.63
H01595,Independent House,1771,6,1,1,0,0,0,3.14,8.28,24,2.83,1.09,7.06,1,1.61,0.33,0.0,0,0,0,24.8,47.7,Autumn,7,Wednesday,0,0,1,,11.5
H01596,Apartment,810,3,4,3,1,0,0,0.0,4.52,24,2.69,4.5,8.21,1,1.63,0.31,0.08,0,1,1,21.8,50.1,Autumn,8,Tuesday,0,0,1,25.8,4.57
H01597,Independent House,1215,3,5,2,2,1,0,0.36,4.97,24,6.32,0.7,8.82,1,1.47,0.0,0.43,1,0,0,24.6,67.7,Autumn,9,Sunday,1,0,1,25.67,13.23
H01598,Independent House,1025,3,2,2,0,0,0,0.05,5.85,24,2.36,5.13,7.65,1,1.78,0.15,0.96,0,0,0,15.0,40.3,Winter,12,Friday,0,0,0,17.18,8.63
H01599,Apartment,1187,3,4,1,2,1,0,0.0,6.5,24,7.37,6.82,5.89,1,1.41,0.2,0.0,0,0,0,19.1,58.4,Autumn,10,Sunday,1,0,1,24.33,6.91
H01600,Apartment,738,2,3,3,0,0,1,7.23,11.23,24,3.98,8.68,8.12,0,1.83,0.5,0.0,0,0,0,43.5,44.5,Summer,4,Wednesday,0,0,1,20.01,18.55
H01601,Apartment,1124,4,1,1,0,0,1,0.0,10.45,24,3.29,7.32,5.65,0,0.91,0.78,0.38,1,0,0,24.9,59.2,Spring,3,Tuesday,0,0,0,29.08,14.63
H01602,Villa,2336,6,3,3,0,0,0,1.98,4.36,24,5.67,5.63,7.19,1,1.45,0.34,0.34,0,1,0,24.3,54.6,Autumn,7,Sunday,1,0,0,23.52,8.9
H01603,Apartment,894,3,2,2,0,0,1,0.0,4.36,24,3.71,7.43,8.51,0,0.8,0.29,0.42,0,0,0,24.2,58.9,Spring,2,Wednesday,0,0,1,19.27,5.99
H01604,Independent House,1056,3,3,2,0,1,1,0.98,8.84,24,5.46,6.6,11.45,0,0.61,0.44,0.2,1,0,0,27.0,69.5,Spring,3,Tuesday,0,0,0,26.3,13.53
H01605,Independent House,1545,5,3,1,2,0,0,3.22,6.9,24,4.9,4.92,10.56,1,1.7,0.41,0.0,0,0,1,23.0,37.3,Autumn,10,Monday,0,0,0,19.39,14.43
H01606,Apartment,1021,2,1,1,0,0,1,9.3,9.29,24,5.61,6.0,4.62,0,1.33,0.25,0.0,0,0,0,40.7,51.3,Summer,4,Saturday,1,0,0,17.02,19.97
H01607,Apartment,845,2,5,3,2,0,0,6.26,11.49,24,6.55,3.81,8.53,1,1.99,0.41,0.33,0,0,0,37.0,51.4,Summer,5,Sunday,1,0,0,25.68,18.01
H01608,Apartment,591,1,5,3,1,1,0,7.44,7.9,24,2.9,5.48,9.34,1,1.28,0.21,0.0,0,0,0,40.2,67.1,Summer,6,Tuesday,0,0,0,17.34,16.99
H01609,Apartment,1048,2,1,1,0,0,0,0.0,5.81,24,2.91,0.42,5.47,1,1.75,0.16,0.76,0,0,0,10.4,35.7,Winter,11,Friday,0,0,1,19.96,6.68
H01610,Apartment,840,2,4,2,2,0,0,1.43,6.41,24,7.1,3.8,7.25,0,1.19,0.48,0.0,0,0,1,16.8,86.2,Autumn,10,Sunday,1,0,0,23.07,8.64
H01611,Apartment,838,2,5,3,2,0,1,4.34,6.91,24,6.37,7.98,5.12,0,1.81,0.25,0.45,0,0,0,25.3,39.0,Autumn,10,Monday,0,0,0,22.26,13.59
H01612,Independent House,1884,6,5,3,2,0,0,2.29,8.69,24,4.55,3.32,8.45,1,1.53,0.31,0.0,0,0,0,26.6,42.5,Spring,3,Tuesday,0,0,0,26.65,11.64
H01613,Independent House,1891,6,3,3,0,0,0,0.0,3.88,24,2.62,7.38,7.35,1,1.35,0.36,1.04,0,0,1,12.1,83.2,Winter,1,Monday,0,0,0,20.12,9.61
H01614,Apartment,881,3,1,1,0,0,0,0.0,9.35,24,3.08,2.79,6.55,1,0.72,0.24,0.8,0,0,0,24.7,42.2,Autumn,9,Tuesday,0,0,0,23.29,7.34
H01615,Villa,2910,9,4,3,1,0,0,2.45,3.61,24,3.8,3.25,7.68,1,1.48,0.4,0.97,0,0,0,20.2,51.0,Winter,1,Tuesday,0,0,0,19.56,15.5
H01616,Independent House,1125,3,2,2,0,0,0,3.32,6.44,24,2.71,1.0,7.69,1,1.01,0.41,0.27,1,0,1,26.6,68.8,Spring,2,Thursday,0,0,0,24.49,19.75
H01617,Apartment,854,2,2,1,1,0,1,1.99,5.52,24,4.94,6.74,7.52,1,1.35,0.35,0.62,0,0,0,19.3,65.9,Autumn,7,Friday,0,0,0,23.71,11.06
H01618,Apartment,979,3,3,2,1,0,0,0.0,8.36,24,4.58,4.72,8.21,0,0.13,0.44,1.47,0,0,0,10.3,49.9,Winter,1,Wednesday,0,0,1,26.17,8.13
H01619,Apartment,740,2,3,2,1,0,0,2.64,8.79,24,4.2,4.09,7.16,0,1.36,0.3,0.72,0,0,0,21.8,35.7,Autumn,7,Wednesday,0,0,0,28.36,10.79
H01620,Independent House,1315,3,5,3,2,0,1,0.6,5.9,24,7.2,8.06,8.32,1,1.6,0.44,1.29,0,0,0,11.3,67.6,Winter,11,Saturday,1,0,0,20.75,11.12
H01621,Apartment,887,3,4,2,2,0,0,0.76,7.09,24,3.96,4.0,6.35,0,1.39,0.29,0.0,1,0,0,28.6,36.9,Spring,3,Monday,0,0,1,19.44,13.29
H01622,Independent House,1757,5,5,3,2,0,1,2.45,5.85,24,9.74,8.38,8.12,1,1.25,0.55,0.55,0,1,1,27.4,70.4,Spring,3,Sunday,1,0,0,26.97,8.8
H01623,Apartment,893,3,4,2,2,0,0,3.55,9.79,24,3.67,4.75,7.97,1,0.68,0.45,0.23,0,0,1,29.2,77.4,Autumn,8,Thursday,0,1,0,22.41,12.73
H01624,Independent House,1514,4,4,2,2,0,0,0.0,6.67,24,4.38,1.2,6.96,1,0.8,0.0,1.09,0,0,0,11.8,69.9,Winter,1,Friday,0,0,0,20.86,7.75
H01625,Apartment,805,2,1,1,0,0,1,8.08,10.48,24,4.25,5.11,4.76,0,1.11,0.48,0.23,0,0,0,36.5,68.9,Summer,6,Friday,0,0,1,24.51,19.07
